group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-RwLock,,try_lock-50,,,808769.0,ns,3457
AsyncLock-RwLock,,try_lock-50,,,1730097.0,ns,6914
AsyncLock-RwLock,,try_lock-50,,,3147852.0,ns,10371
AsyncLock-RwLock,,try_lock-50,,,2055961.0,ns,13828
AsyncLock-RwLock,,try_lock-50,,,6382665.0,ns,17285
AsyncLock-RwLock,,try_lock-50,,,7469085.0,ns,20742
AsyncLock-RwLock,,try_lock-50,,,8123382.0,ns,24199
AsyncLock-RwLock,,try_lock-50,,,6948910.0,ns,27656
AsyncLock-RwLock,,try_lock-50,,,6478394.0,ns,31113
AsyncLock-RwLock,,try_lock-50,,,9678419.0,ns,34570
AsyncLock-RwLock,,try_lock-50,,,13578546.0,ns,38027
AsyncLock-RwLock,,try_lock-50,,,14450147.0,ns,41484
AsyncLock-RwLock,,try_lock-50,,,5447084.0,ns,44941
AsyncLock-RwLock,,try_lock-50,,,6806059.0,ns,48398
AsyncLock-RwLock,,try_lock-50,,,7822728.0,ns,51855
AsyncLock-RwLock,,try_lock-50,,,8931190.0,ns,55312
AsyncLock-RwLock,,try_lock-50,,,15493916.0,ns,58769
AsyncLock-RwLock,,try_lock-50,,,7902811.0,ns,62226
AsyncLock-RwLock,,try_lock-50,,,11697887.0,ns,65683
AsyncLock-RwLock,,try_lock-50,,,10027352.0,ns,69140
AsyncLock-RwLock,,try_lock-50,,,6869410.0,ns,72597
AsyncLock-RwLock,,try_lock-50,,,17304535.0,ns,76054
AsyncLock-RwLock,,try_lock-50,,,20467546.0,ns,79511
AsyncLock-RwLock,,try_lock-50,,,19006372.0,ns,82968
AsyncLock-RwLock,,try_lock-50,,,30511907.0,ns,86425
AsyncLock-RwLock,,try_lock-50,,,34603991.0,ns,89882
AsyncLock-RwLock,,try_lock-50,,,31478907.0,ns,93339
AsyncLock-RwLock,,try_lock-50,,,37769671.0,ns,96796
AsyncLock-RwLock,,try_lock-50,,,44928183.0,ns,100253
AsyncLock-RwLock,,try_lock-50,,,41149415.0,ns,103710
AsyncLock-RwLock,,try_lock-50,,,48536950.0,ns,107167
AsyncLock-RwLock,,try_lock-50,,,35894922.0,ns,110624
AsyncLock-RwLock,,try_lock-50,,,26066164.0,ns,114081
AsyncLock-RwLock,,try_lock-50,,,47978445.0,ns,117538
AsyncLock-RwLock,,try_lock-50,,,28532797.0,ns,120995
AsyncLock-RwLock,,try_lock-50,,,39696860.0,ns,124452
AsyncLock-RwLock,,try_lock-50,,,47227347.0,ns,127909
AsyncLock-RwLock,,try_lock-50,,,55963804.0,ns,131366
AsyncLock-RwLock,,try_lock-50,,,37938154.0,ns,134823
AsyncLock-RwLock,,try_lock-50,,,22172194.0,ns,138280
AsyncLock-RwLock,,try_lock-50,,,62265949.0,ns,141737
AsyncLock-RwLock,,try_lock-50,,,34655279.0,ns,145194
AsyncLock-RwLock,,try_lock-50,,,39121625.0,ns,148651
AsyncLock-RwLock,,try_lock-50,,,50208668.0,ns,152108
AsyncLock-RwLock,,try_lock-50,,,48334557.0,ns,155565
