group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
tokio-RwLock,,lock-50,,,1104691.0,ns,253
tokio-RwLock,,lock-50,,,2103621.0,ns,506
tokio-RwLock,,lock-50,,,3992460.0,ns,759
tokio-RwLock,,lock-50,,,3565686.0,ns,1012
tokio-RwLock,,lock-50,,,5190373.0,ns,1265
tokio-RwLock,,lock-50,,,6134332.0,ns,1518
tokio-RwLock,,lock-50,,,6862480.0,ns,1771
tokio-RwLock,,lock-50,,,8496915.0,ns,2024
tokio-RwLock,,lock-50,,,9470706.0,ns,2277
tokio-RwLock,,lock-50,,,12748980.0,ns,2530
tokio-RwLock,,lock-50,,,11561676.0,ns,2783
tokio-RwLock,,lock-50,,,16713470.0,ns,3036
tokio-RwLock,,lock-50,,,14319184.0,ns,3289
tokio-RwLock,,lock-50,,,19053092.0,ns,3542
tokio-RwLock,,lock-50,,,20000003.0,ns,3795
tokio-RwLock,,lock-50,,,21949342.0,ns,4048
tokio-RwLock,,lock-50,,,21327005.0,ns,4301
tokio-RwLock,,lock-50,,,17516638.0,ns,4554
tokio-RwLock,,lock-50,,,21103193.0,ns,4807
tokio-RwLock,,lock-50,,,27184465.0,ns,5060
tokio-RwLock,,lock-50,,,25094053.0,ns,5313
tokio-RwLock,,lock-50,,,31439968.0,ns,5566
tokio-RwLock,,lock-50,,,31313537.0,ns,5819
tokio-RwLock,,lock-50,,,28197385.0,ns,6072
tokio-RwLock,,lock-50,,,37684111.0,ns,6325
tokio-RwLock,,lock-50,,,24171495.0,ns,6578
tokio-RwLock,,lock-50,,,43616491.0,ns,6831
tokio-RwLock,,lock-50,,,28130294.0,ns,7084
tokio-RwLock,,lock-50,,,42201738.0,ns,7337
tokio-RwLock,,lock-50,,,44430019.0,ns,7590
tokio-RwLock,,lock-50,,,50692492.0,ns,7843
tokio-RwLock,,lock-50,,,46414971.0,ns,8096
tokio-RwLock,,lock-50,,,41047844.0,ns,8349
tokio-RwLock,,lock-50,,,46907304.0,ns,8602
tokio-RwLock,,lock-50,,,57285649.0,ns,8855
tokio-RwLock,,lock-50,,,27637681.0,ns,9108
tokio-RwLock,,lock-50,,,71634074.0,ns,9361
tokio-RwLock,,lock-50,,,63364581.0,ns,9614
tokio-RwLock,,lock-50,,,58631223.0,ns,9867
tokio-RwLock,,lock-50,,,75787066.0,ns,10120
tokio-RwLock,,lock-50,,,73492352.0,ns,10373
tokio-RwLock,,lock-50,,,71186041.0,ns,10626
tokio-RwLock,,lock-50,,,73355931.0,ns,10879
tokio-RwLock,,lock-50,,,93414286.0,ns,11132
tokio-RwLock,,lock-50,,,89091451.0,ns,11385
tokio-RwLock,,lock-50,,,78236941.0,ns,11638
tokio-RwLock,,lock-50,,,90694728.0,ns,11891
tokio-RwLock,,lock-50,,,75844006.0,ns,12144
tokio-RwLock,,lock-50,,,83934979.0,ns,12397
tokio-RwLock,,lock-50,,,79993540.0,ns,12650
tokio-RwLock,,lock-50,,,69041077.0,ns,12903
tokio-RwLock,,lock-50,,,84158741.0,ns,13156
tokio-RwLock,,lock-50,,,69102670.0,ns,13409
tokio-RwLock,,lock-50,,,104697848.0,ns,13662
tokio-RwLock,,lock-50,,,86381724.0,ns,13915
tokio-RwLock,,lock-50,,,65607764.0,ns,14168
tokio-RwLock,,lock-50,,,62754684.0,ns,14421
tokio-RwLock,,lock-50,,,63796214.0,ns,14674
tokio-RwLock,,lock-50,,,116955343.0,ns,14927
tokio-RwLock,,lock-50,,,69625555.0,ns,15180
tokio-RwLock,,lock-50,,,60707475.0,ns,15433
tokio-RwLock,,lock-50,,,59467000.0,ns,15686
tokio-RwLock,,lock-50,,,69690665.0,ns,15939
tokio-RwLock,,lock-50,,,78551574.0,ns,16192
tokio-RwLock,,lock-50,,,67675935.0,ns,16445
tokio-RwLock,,lock-50,,,68694824.0,ns,16698
tokio-RwLock,,lock-50,,,70000388.0,ns,16951
tokio-RwLock,,lock-50,,,108687439.0,ns,17204
tokio-RwLock,,lock-50,,,80412553.0,ns,17457
tokio-RwLock,,lock-50,,,79433154.0,ns,17710
tokio-RwLock,,lock-50,,,126160545.0,ns,17963
tokio-RwLock,,lock-50,,,100145094.0,ns,18216
tokio-RwLock,,lock-50,,,126326857.0,ns,18469
tokio-RwLock,,lock-50,,,114005813.0,ns,18722
tokio-RwLock,,lock-50,,,115716771.0,ns,18975
tokio-RwLock,,lock-50,,,79314851.0,ns,19228
