group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-RwLock,,lock-20,,,889249.0,ns,7779
AsyncLock-RwLock,,lock-20,,,1447955.0,ns,15558
AsyncLock-RwLock,,lock-20,,,2207143.0,ns,23337
AsyncLock-RwLock,,lock-20,,,3333443.0,ns,31116
AsyncLock-RwLock,,lock-20,,,3852408.0,ns,38895
AsyncLock-RwLock,,lock-20,,,4139902.0,ns,46674
AsyncLock-RwLock,,lock-20,,,3976331.0,ns,54453
AsyncLock-RwLock,,lock-20,,,5879860.0,ns,62232
AsyncLock-RwLock,,lock-20,,,6221671.0,ns,70011
AsyncLock-RwLock,,lock-20,,,5590117.0,ns,77790
AsyncLock-RwLock,,lock-20,,,5890360.0,ns,85569
AsyncLock-RwLock,,lock-20,,,8963120.0,ns,93348
AsyncLock-RwLock,,lock-20,,,9394505.0,ns,101127
AsyncLock-RwLock,,lock-20,,,8332643.0,ns,108906
AsyncLock-RwLock,,lock-20,,,9375506.0,ns,116685
AsyncLock-RwLock,,lock-20,,,9471865.0,ns,124464
AsyncLock-RwLock,,lock-20,,,12193464.0,ns,132243
AsyncLock-RwLock,,lock-20,,,14178432.0,ns,140022
AsyncLock-RwLock,,lock-20,,,11857319.0,ns,147801
AsyncLock-RwLock,,lock-20,,,12924092.0,ns,155580
AsyncLock-RwLock,,lock-20,,,16054441.0,ns,163359
AsyncLock-RwLock,,lock-20,,,16012811.0,ns,171138
AsyncLock-RwLock,,lock-20,,,15884290.0,ns,178917
AsyncLock-RwLock,,lock-20,,,16792699.0,ns,186696
AsyncLock-RwLock,,lock-20,,,14618407.0,ns,194475
AsyncLock-RwLock,,lock-20,,,19100843.0,ns,202254
AsyncLock-RwLock,,lock-20,,,17336335.0,ns,210033
AsyncLock-RwLock,,lock-20,,,16955912.0,ns,217812
AsyncLock-RwLock,,lock-20,,,18716649.0,ns,225591
AsyncLock-RwLock,,lock-20,,,18189003.0,ns,233370
AsyncLock-RwLock,,lock-20,,,19157144.0,ns,241149
AsyncLock-RwLock,,lock-20,,,42914711.0,ns,248928
AsyncLock-RwLock,,lock-20,,,20398906.0,ns,256707
AsyncLock-RwLock,,lock-20,,,21376176.0,ns,264486
AsyncLock-RwLock,,lock-20,,,20732069.0,ns,272265
AsyncLock-RwLock,,lock-20,,,23261285.0,ns,280044
AsyncLock-RwLock,,lock-20,,,23089164.0,ns,287823
AsyncLock-RwLock,,lock-20,,,26580677.0,ns,295602
AsyncLock-RwLock,,lock-20,,,20912031.0,ns,303381
AsyncLock-RwLock,,lock-20,,,26925982.0,ns,311160
AsyncLock-RwLock,,lock-20,,,27118463.0,ns,318939
AsyncLock-RwLock,,lock-20,,,27103004.0,ns,326718
AsyncLock-RwLock,,lock-20,,,27873600.0,ns,334497
AsyncLock-RwLock,,lock-20,,,27180935.0,ns,342276
AsyncLock-RwLock,,lock-20,,,23913722.0,ns,350055
AsyncLock-RwLock,,lock-20,,,24036151.0,ns,357834
AsyncLock-RwLock,,lock-20,,,30891032.0,ns,365613
AsyncLock-RwLock,,lock-20,,,40793542.0,ns,373392
AsyncLock-RwLock,,lock-20,,,55126675.0,ns,381171
AsyncLock-RwLock,,lock-20,,,32301645.0,ns,388950
AsyncLock-RwLock,,lock-20,,,30741020.0,ns,396729
AsyncLock-RwLock,,lock-20,,,31663770.0,ns,404508
AsyncLock-RwLock,,lock-20,,,30370386.0,ns,412287
AsyncLock-RwLock,,lock-20,,,37240045.0,ns,420066
AsyncLock-RwLock,,lock-20,,,45929104.0,ns,427845
AsyncLock-RwLock,,lock-20,,,36882622.0,ns,435624
AsyncLock-RwLock,,lock-20,,,31109573.0,ns,443403
AsyncLock-RwLock,,lock-20,,,33871802.0,ns,451182
AsyncLock-RwLock,,lock-20,,,39404487.0,ns,458961
AsyncLock-RwLock,,lock-20,,,55536590.0,ns,466740
AsyncLock-RwLock,,lock-20,,,38816371.0,ns,474519
AsyncLock-RwLock,,lock-20,,,33278147.0,ns,482298
AsyncLock-RwLock,,lock-20,,,34017323.0,ns,490077
AsyncLock-RwLock,,lock-20,,,51412008.0,ns,497856
AsyncLock-RwLock,,lock-20,,,37297476.0,ns,505635
AsyncLock-RwLock,,lock-20,,,66198499.0,ns,513414
AsyncLock-RwLock,,lock-20,,,44391697.0,ns,521193
AsyncLock-RwLock,,lock-20,,,49027895.0,ns,528972
AsyncLock-RwLock,,lock-20,,,45471448.0,ns,536751
AsyncLock-RwLock,,lock-20,,,38161685.0,ns,544530
AsyncLock-RwLock,,lock-20,,,48575871.0,ns,552309
AsyncLock-RwLock,,lock-20,,,47690460.0,ns,560088
AsyncLock-RwLock,,lock-20,,,49457290.0,ns,567867
AsyncLock-RwLock,,lock-20,,,45658649.0,ns,575646
AsyncLock-RwLock,,lock-20,,,44741992.0,ns,583425
AsyncLock-RwLock,,lock-20,,,43151616.0,ns,591204
AsyncLock-RwLock,,lock-20,,,53378358.0,ns,598983
AsyncLock-RwLock,,lock-20,,,45911922.0,ns,606762
AsyncLock-RwLock,,lock-20,,,47988685.0,ns,614541
AsyncLock-RwLock,,lock-20,,,49993834.0,ns,622320
AsyncLock-RwLock,,lock-20,,,53387979.0,ns,630099
AsyncLock-RwLock,,lock-20,,,48060895.0,ns,637878
AsyncLock-RwLock,,lock-20,,,52899003.0,ns,645657
AsyncLock-RwLock,,lock-20,,,54203017.0,ns,653436
AsyncLock-RwLock,,lock-20,,,61701293.0,ns,661215
AsyncLock-RwLock,,lock-20,,,58724462.0,ns,668994
AsyncLock-RwLock,,lock-20,,,61419870.0,ns,676773
AsyncLock-RwLock,,lock-20,,,52815822.0,ns,684552
AsyncLock-RwLock,,lock-20,,,56211167.0,ns,692331
AsyncLock-RwLock,,lock-20,,,101927509.0,ns,700110
AsyncLock-RwLock,,lock-20,,,66304458.0,ns,707889
AsyncLock-RwLock,,lock-20,,,60112917.0,ns,715668
AsyncLock-RwLock,,lock-20,,,59352199.0,ns,723447
AsyncLock-RwLock,,lock-20,,,67497150.0,ns,731226
AsyncLock-RwLock,,lock-20,,,64338669.0,ns,739005
AsyncLock-RwLock,,lock-20,,,61605881.0,ns,746784
AsyncLock-RwLock,,lock-20,,,62583091.0,ns,754563
AsyncLock-RwLock,,lock-20,,,63688293.0,ns,762342
AsyncLock-RwLock,,lock-20,,,65659923.0,ns,770121
AsyncLock-RwLock,,lock-20,,,64710251.0,ns,777900
