group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-Mutex,,try_lock-100,,,465144.0,ns,4910
AsyncLock-Mutex,,try_lock-100,,,1021561.0,ns,9820
AsyncLock-Mutex,,try_lock-100,,,1948770.0,ns,14730
AsyncLock-Mutex,,try_lock-100,,,3225992.0,ns,19640
AsyncLock-Mutex,,try_lock-100,,,1877839.0,ns,24550
AsyncLock-Mutex,,try_lock-100,,,2006940.0,ns,29460
AsyncLock-Mutex,,try_lock-100,,,3473514.0,ns,34370
AsyncLock-Mutex,,try_lock-100,,,5313214.0,ns,39280
AsyncLock-Mutex,,try_lock-100,,,6454976.0,ns,44190
AsyncLock-Mutex,,try_lock-100,,,5283932.0,ns,49100
AsyncLock-Mutex,,try_lock-100,,,6798579.0,ns,54010
AsyncLock-Mutex,,try_lock-100,,,13509386.0,ns,58920
AsyncLock-Mutex,,try_lock-100,,,11342764.0,ns,63830
AsyncLock-Mutex,,try_lock-100,,,8505996.0,ns,68740
AsyncLock-Mutex,,try_lock-100,,,19568188.0,ns,73650
AsyncLock-Mutex,,try_lock-100,,,10435634.0,ns,78560
AsyncLock-Mutex,,try_lock-100,,,7881180.0,ns,83470
AsyncLock-Mutex,,try_lock-100,,,10032911.0,ns,88380
AsyncLock-Mutex,,try_lock-100,,,12821279.0,ns,93290
AsyncLock-Mutex,,try_lock-100,,,11336144.0,ns,98200
AsyncLock-Mutex,,try_lock-100,,,17439585.0,ns,103110
AsyncLock-Mutex,,try_lock-100,,,13991140.0,ns,108020
AsyncLock-Mutex,,try_lock-100,,,15802589.0,ns,112930
AsyncLock-Mutex,,try_lock-100,,,15437506.0,ns,117840
AsyncLock-Mutex,,try_lock-100,,,12725289.0,ns,122750
AsyncLock-Mutex,,try_lock-100,,,20611047.0,ns,127660
AsyncLock-Mutex,,try_lock-100,,,26482608.0,ns,132570
AsyncLock-Mutex,,try_lock-100,,,21512226.0,ns,137480
AsyncLock-Mutex,,try_lock-100,,,22850300.0,ns,142390
AsyncLock-Mutex,,try_lock-100,,,18907141.0,ns,147300
AsyncLock-Mutex,,try_lock-100,,,18602788.0,ns,152210
AsyncLock-Mutex,,try_lock-100,,,20175932.0,ns,157120
AsyncLock-Mutex,,try_lock-100,,,41724151.0,ns,162030
AsyncLock-Mutex,,try_lock-100,,,21247345.0,ns,166940
AsyncLock-Mutex,,try_lock-100,,,32986601.0,ns,171850
AsyncLock-Mutex,,try_lock-100,,,23710539.0,ns,176760
AsyncLock-Mutex,,try_lock-100,,,20345586.0,ns,181670
AsyncLock-Mutex,,try_lock-100,,,50339736.0,ns,186580
AsyncLock-Mutex,,try_lock-100,,,26674688.0,ns,191490
AsyncLock-Mutex,,try_lock-100,,,25875940.0,ns,196400
AsyncLock-Mutex,,try_lock-100,,,31094513.0,ns,201310
AsyncLock-Mutex,,try_lock-100,,,27522928.0,ns,206220
AsyncLock-Mutex,,try_lock-100,,,26188353.0,ns,211130
AsyncLock-Mutex,,try_lock-100,,,30901531.0,ns,216040
AsyncLock-Mutex,,try_lock-100,,,25053392.0,ns,220950
AsyncLock-Mutex,,try_lock-100,,,50624210.0,ns,225860
AsyncLock-Mutex,,try_lock-100,,,28927502.0,ns,230770
AsyncLock-Mutex,,try_lock-100,,,35532397.0,ns,235680
AsyncLock-Mutex,,try_lock-100,,,34702720.0,ns,240590
AsyncLock-Mutex,,try_lock-100,,,21853900.0,ns,245500
AsyncLock-Mutex,,try_lock-100,,,31645769.0,ns,250410
AsyncLock-Mutex,,try_lock-100,,,37800621.0,ns,255320
AsyncLock-Mutex,,try_lock-100,,,78712672.0,ns,260230
AsyncLock-Mutex,,try_lock-100,,,76847624.0,ns,265140
AsyncLock-Mutex,,try_lock-100,,,38758971.0,ns,270050
AsyncLock-Mutex,,try_lock-100,,,43156824.0,ns,274960
AsyncLock-Mutex,,try_lock-100,,,42648589.0,ns,279870
AsyncLock-Mutex,,try_lock-100,,,35882032.0,ns,284780
AsyncLock-Mutex,,try_lock-100,,,34796661.0,ns,289690
AsyncLock-Mutex,,try_lock-100,,,47647960.0,ns,294600
AsyncLock-Mutex,,try_lock-100,,,38983063.0,ns,299510
AsyncLock-Mutex,,try_lock-100,,,30313385.0,ns,304420
AsyncLock-Mutex,,try_lock-100,,,96079078.0,ns,309330
AsyncLock-Mutex,,try_lock-100,,,50871733.0,ns,314240
AsyncLock-Mutex,,try_lock-100,,,35222014.0,ns,319150
AsyncLock-Mutex,,try_lock-100,,,36337646.0,ns,324060
AsyncLock-Mutex,,try_lock-100,,,40310077.0,ns,328970
AsyncLock-Mutex,,try_lock-100,,,36110443.0,ns,333880
AsyncLock-Mutex,,try_lock-100,,,47938672.0,ns,338790
AsyncLock-Mutex,,try_lock-100,,,41539930.0,ns,343700
AsyncLock-Mutex,,try_lock-100,,,69278528.0,ns,348610
AsyncLock-Mutex,,try_lock-100,,,48017064.0,ns,353520
AsyncLock-Mutex,,try_lock-100,,,89971515.0,ns,358430
AsyncLock-Mutex,,try_lock-100,,,50458419.0,ns,363340
AsyncLock-Mutex,,try_lock-100,,,49271666.0,ns,368250
AsyncLock-Mutex,,try_lock-100,,,32677629.0,ns,373160
AsyncLock-Mutex,,try_lock-100,,,54681001.0,ns,378070
AsyncLock-Mutex,,try_lock-100,,,92335290.0,ns,382980
AsyncLock-Mutex,,try_lock-100,,,64740852.0,ns,387890
AsyncLock-Mutex,,try_lock-100,,,65953774.0,ns,392800
AsyncLock-Mutex,,try_lock-100,,,82517351.0,ns,397710
AsyncLock-Mutex,,try_lock-100,,,37366116.0,ns,402620
AsyncLock-Mutex,,try_lock-100,,,73952986.0,ns,407530
AsyncLock-Mutex,,try_lock-100,,,91497371.0,ns,412440
