group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
tokio-Mutex,,lock-10,,,136652.0,ns,959
tokio-Mutex,,lock-10,,,6933350.0,ns,1918
tokio-Mutex,,lock-10,,,14281024.0,ns,2877
tokio-Mutex,,lock-10,,,6245983.0,ns,3836
tokio-Mutex,,lock-10,,,2598907.0,ns,4795
tokio-Mutex,,lock-10,,,761897.0,ns,5754
tokio-Mutex,,lock-10,,,1751738.0,ns,6713
tokio-Mutex,,lock-10,,,1418135.0,ns,7672
tokio-Mutex,,lock-10,,,757868.0,ns,8631
tokio-Mutex,,lock-10,,,481554.0,ns,9590
tokio-Mutex,,lock-10,,,715498.0,ns,10549
tokio-Mutex,,lock-10,,,4019889.0,ns,11508
tokio-Mutex,,lock-10,,,5004851.0,ns,12467
tokio-Mutex,,lock-10,,,1014720.0,ns,13426
tokio-Mutex,,lock-10,,,2161652.0,ns,14385
tokio-Mutex,,lock-10,,,2011071.0,ns,15344
tokio-Mutex,,lock-10,,,2324374.0,ns,16303
tokio-Mutex,,lock-10,,,2042500.0,ns,17262
tokio-Mutex,,lock-10,,,3190993.0,ns,18221
tokio-Mutex,,lock-10,,,2402504.0,ns,19180
tokio-Mutex,,lock-10,,,7284703.0,ns,20139
tokio-Mutex,,lock-10,,,22574358.0,ns,21098
tokio-Mutex,,lock-10,,,2159422.0,ns,22057
tokio-Mutex,,lock-10,,,2268163.0,ns,23016
tokio-Mutex,,lock-10,,,3046891.0,ns,23975
tokio-Mutex,,lock-10,,,5694238.0,ns,24934
tokio-Mutex,,lock-10,,,3138402.0,ns,25893
tokio-Mutex,,lock-10,,,9044621.0,ns,26852
tokio-Mutex,,lock-10,,,2836978.0,ns,27811
tokio-Mutex,,lock-10,,,2723437.0,ns,28770
tokio-Mutex,,lock-10,,,9615088.0,ns,29729
tokio-Mutex,,lock-10,,,27224725.0,ns,30688
tokio-Mutex,,lock-10,,,2906288.0,ns,31647
tokio-Mutex,,lock-10,,,3461375.0,ns,32606
tokio-Mutex,,lock-10,,,4476885.0,ns,33565
tokio-Mutex,,lock-10,,,203112733.0,ns,34524
tokio-Mutex,,lock-10,,,153092906.0,ns,35483
tokio-Mutex,,lock-10,,,3484846.0,ns,36442
tokio-Mutex,,lock-10,,,2924290.0,ns,37401
tokio-Mutex,,lock-10,,,21323705.0,ns,38360
tokio-Mutex,,lock-10,,,47421359.0,ns,39319
tokio-Mutex,,lock-10,,,6494056.0,ns,40278
tokio-Mutex,,lock-10,,,4245303.0,ns,41237
tokio-Mutex,,lock-10,,,4398673.0,ns,42196
