group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-Mutex,,try_lock-00,,,965790.0,ns,42169
AsyncLock-Mutex,,try_lock-00,,,1939390.0,ns,84338
AsyncLock-Mutex,,try_lock-00,,,2920309.0,ns,126507
AsyncLock-Mutex,,try_lock-00,,,3923969.0,ns,168676
AsyncLock-Mutex,,try_lock-00,,,4885820.0,ns,210845
AsyncLock-Mutex,,try_lock-00,,,5850729.0,ns,253014
AsyncLock-Mutex,,try_lock-00,,,6824698.0,ns,295183
AsyncLock-Mutex,,try_lock-00,,,7753629.0,ns,337352
AsyncLock-Mutex,,try_lock-00,,,8763778.0,ns,379521
AsyncLock-Mutex,,try_lock-00,,,9752027.0,ns,421690
AsyncLock-Mutex,,try_lock-00,,,10704409.0,ns,463859
AsyncLock-Mutex,,try_lock-00,,,11689907.0,ns,506028
AsyncLock-Mutex,,try_lock-00,,,12668808.0,ns,548197
AsyncLock-Mutex,,try_lock-00,,,13626388.0,ns,590366
AsyncLock-Mutex,,try_lock-00,,,14602566.0,ns,632535
AsyncLock-Mutex,,try_lock-00,,,15538417.0,ns,674704
AsyncLock-Mutex,,try_lock-00,,,16568007.0,ns,716873
AsyncLock-Mutex,,try_lock-00,,,17518866.0,ns,759042
AsyncLock-Mutex,,try_lock-00,,,18461756.0,ns,801211
AsyncLock-Mutex,,try_lock-00,,,19506317.0,ns,843380
AsyncLock-Mutex,,try_lock-00,,,20402406.0,ns,885549
AsyncLock-Mutex,,try_lock-00,,,21283933.0,ns,927718
AsyncLock-Mutex,,try_lock-00,,,22434867.0,ns,969887
AsyncLock-Mutex,,try_lock-00,,,23324465.0,ns,1012056
AsyncLock-Mutex,,try_lock-00,,,24279594.0,ns,1054225
AsyncLock-Mutex,,try_lock-00,,,25184773.0,ns,1096394
AsyncLock-Mutex,,try_lock-00,,,26323256.0,ns,1138563
AsyncLock-Mutex,,try_lock-00,,,27306434.0,ns,1180732
AsyncLock-Mutex,,try_lock-00,,,28478286.0,ns,1222901
AsyncLock-Mutex,,try_lock-00,,,29402696.0,ns,1265070
AsyncLock-Mutex,,try_lock-00,,,30108144.0,ns,1307239
AsyncLock-Mutex,,try_lock-00,,,31181343.0,ns,1349408
AsyncLock-Mutex,,try_lock-00,,,32091134.0,ns,1391577
AsyncLock-Mutex,,try_lock-00,,,33279965.0,ns,1433746
AsyncLock-Mutex,,try_lock-00,,,34329456.0,ns,1475915
AsyncLock-Mutex,,try_lock-00,,,34933472.0,ns,1518084
AsyncLock-Mutex,,try_lock-00,,,36035843.0,ns,1560253
AsyncLock-Mutex,,try_lock-00,,,37014022.0,ns,1602422
AsyncLock-Mutex,,try_lock-00,,,37897852.0,ns,1644591
AsyncLock-Mutex,,try_lock-00,,,39021253.0,ns,1686760
AsyncLock-Mutex,,try_lock-00,,,40051274.0,ns,1728929
AsyncLock-Mutex,,try_lock-00,,,41011042.0,ns,1771098
AsyncLock-Mutex,,try_lock-00,,,42128335.0,ns,1813267
AsyncLock-Mutex,,try_lock-00,,,43688449.0,ns,1855436
AsyncLock-Mutex,,try_lock-00,,,44859252.0,ns,1897605
AsyncLock-Mutex,,try_lock-00,,,45722890.0,ns,1939774
AsyncLock-Mutex,,try_lock-00,,,46878452.0,ns,1981943
