group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
tokio-RwLock,,try_lock-50,,,744758.0,ns,261
tokio-RwLock,,try_lock-50,,,1997060.0,ns,522
tokio-RwLock,,try_lock-50,,,3272673.0,ns,783
tokio-RwLock,,try_lock-50,,,4360503.0,ns,1044
tokio-RwLock,,try_lock-50,,,3653967.0,ns,1305
tokio-RwLock,,try_lock-50,,,5583617.0,ns,1566
tokio-RwLock,,try_lock-50,,,6058682.0,ns,1827
tokio-RwLock,,try_lock-50,,,8962811.0,ns,2088
tokio-RwLock,,try_lock-50,,,7354013.0,ns,2349
tokio-RwLock,,try_lock-50,,,14300145.0,ns,2610
tokio-RwLock,,try_lock-50,,,24832251.0,ns,2871
tokio-RwLock,,try_lock-50,,,10557397.0,ns,3132
tokio-RwLock,,try_lock-50,,,10194832.0,ns,3393
tokio-RwLock,,try_lock-50,,,2736808.0,ns,3654
tokio-RwLock,,try_lock-50,,,32235076.0,ns,3915
tokio-RwLock,,try_lock-50,,,2643777.0,ns,4176
tokio-RwLock,,try_lock-50,,,26295476.0,ns,4437
tokio-RwLock,,try_lock-50,,,39855514.0,ns,4698
tokio-RwLock,,try_lock-50,,,43818584.0,ns,4959
tokio-RwLock,,try_lock-50,,,46816913.0,ns,5220
tokio-RwLock,,try_lock-50,,,51689334.0,ns,5481
tokio-RwLock,,try_lock-50,,,51319969.0,ns,5742
tokio-RwLock,,try_lock-50,,,42121427.0,ns,6003
tokio-RwLock,,try_lock-50,,,57341020.0,ns,6264
tokio-RwLock,,try_lock-50,,,67672465.0,ns,6525
tokio-RwLock,,try_lock-50,,,48867974.0,ns,6786
tokio-RwLock,,try_lock-50,,,61524013.0,ns,7047
tokio-RwLock,,try_lock-50,,,69004078.0,ns,7308
tokio-RwLock,,try_lock-50,,,66359272.0,ns,7569
tokio-RwLock,,try_lock-50,,,80463294.0,ns,7830
tokio-RwLock,,try_lock-50,,,83861348.0,ns,8091
tokio-RwLock,,try_lock-50,,,80308323.0,ns,8352
tokio-RwLock,,try_lock-50,,,59306230.0,ns,8613
