group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
tokio-RwLock,,try_lock-04,,,1101101.0,ns,20551
tokio-RwLock,,try_lock-04,,,2412224.0,ns,41102
tokio-RwLock,,try_lock-04,,,3291334.0,ns,61653
tokio-RwLock,,try_lock-04,,,4945518.0,ns,82204
tokio-RwLock,,try_lock-04,,,5107572.0,ns,102755
tokio-RwLock,,try_lock-04,,,6421856.0,ns,123306
tokio-RwLock,,try_lock-04,,,6206113.0,ns,143857
tokio-RwLock,,try_lock-04,,,8014481.0,ns,164408
tokio-RwLock,,try_lock-04,,,8806538.0,ns,184959
tokio-RwLock,,try_lock-04,,,12316226.0,ns,205510
tokio-RwLock,,try_lock-04,,,10641518.0,ns,226061
tokio-RwLock,,try_lock-04,,,12664267.0,ns,246612
tokio-RwLock,,try_lock-04,,,13990003.0,ns,267163
tokio-RwLock,,try_lock-04,,,13900069.0,ns,287714
tokio-RwLock,,try_lock-04,,,15281446.0,ns,308265
tokio-RwLock,,try_lock-04,,,16472316.0,ns,328816
tokio-RwLock,,try_lock-04,,,19082494.0,ns,349367
tokio-RwLock,,try_lock-04,,,17964941.0,ns,369918
tokio-RwLock,,try_lock-04,,,19623080.0,ns,390469
tokio-RwLock,,try_lock-04,,,20058802.0,ns,411020
tokio-RwLock,,try_lock-04,,,20737409.0,ns,431571
tokio-RwLock,,try_lock-04,,,23795782.0,ns,452122
tokio-RwLock,,try_lock-04,,,23265715.0,ns,472673
tokio-RwLock,,try_lock-04,,,23624388.0,ns,493224
tokio-RwLock,,try_lock-04,,,23755671.0,ns,513775
tokio-RwLock,,try_lock-04,,,28533750.0,ns,534326
tokio-RwLock,,try_lock-04,,,28098154.0,ns,554877
tokio-RwLock,,try_lock-04,,,27995543.0,ns,575428
tokio-RwLock,,try_lock-04,,,27387547.0,ns,595979
tokio-RwLock,,try_lock-04,,,29401507.0,ns,616530
tokio-RwLock,,try_lock-04,,,31148866.0,ns,637081
tokio-RwLock,,try_lock-04,,,31966273.0,ns,657632
tokio-RwLock,,try_lock-04,,,32524959.0,ns,678183
tokio-RwLock,,try_lock-04,,,32463489.0,ns,698734
tokio-RwLock,,try_lock-04,,,34602990.0,ns,719285
tokio-RwLock,,try_lock-04,,,37517390.0,ns,739836
tokio-RwLock,,try_lock-04,,,40275398.0,ns,760387
tokio-RwLock,,try_lock-04,,,36776303.0,ns,780938
tokio-RwLock,,try_lock-04,,,39833012.0,ns,801489
tokio-RwLock,,try_lock-04,,,38907794.0,ns,822040
tokio-RwLock,,try_lock-04,,,36365628.0,ns,842591
tokio-RwLock,,try_lock-04,,,36806173.0,ns,863142
tokio-RwLock,,try_lock-04,,,42694263.0,ns,883693
tokio-RwLock,,try_lock-04,,,43544429.0,ns,904244
tokio-RwLock,,try_lock-04,,,46289020.0,ns,924795
tokio-RwLock,,try_lock-04,,,44650832.0,ns,945346
tokio-RwLock,,try_lock-04,,,40474899.0,ns,965897
tokio-RwLock,,try_lock-04,,,45425470.0,ns,986448
tokio-RwLock,,try_lock-04,,,38915544.0,ns,1006999
tokio-RwLock,,try_lock-04,,,50079816.0,ns,1027550
tokio-RwLock,,try_lock-04,,,58314170.0,ns,1048101
