group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-RwLock,,lock-10,,,1163011.0,ns,11965
AsyncLock-RwLock,,lock-10,,,1650577.0,ns,23930
AsyncLock-RwLock,,lock-10,,,2499456.0,ns,35895
AsyncLock-RwLock,,lock-10,,,5077511.0,ns,47860
AsyncLock-RwLock,,lock-10,,,5018471.0,ns,59825
AsyncLock-RwLock,,lock-10,,,9943220.0,ns,71790
AsyncLock-RwLock,,lock-10,,,5731338.0,ns,83755
AsyncLock-RwLock,,lock-10,,,5744607.0,ns,95720
AsyncLock-RwLock,,lock-10,,,6850620.0,ns,107685
AsyncLock-RwLock,,lock-10,,,7252384.0,ns,119650
AsyncLock-RwLock,,lock-10,,,12012150.0,ns,131615
AsyncLock-RwLock,,lock-10,,,15088632.0,ns,143580
AsyncLock-RwLock,,lock-10,,,20134274.0,ns,155545
AsyncLock-RwLock,,lock-10,,,16990951.0,ns,167510
AsyncLock-RwLock,,lock-10,,,15484976.0,ns,179475
AsyncLock-RwLock,,lock-10,,,22792910.0,ns,191440
AsyncLock-RwLock,,lock-10,,,13851161.0,ns,203405
AsyncLock-RwLock,,lock-10,,,14225423.0,ns,215370
AsyncLock-RwLock,,lock-10,,,21637939.0,ns,227335
AsyncLock-RwLock,,lock-10,,,23856180.0,ns,239300
AsyncLock-RwLock,,lock-10,,,23228034.0,ns,251265
AsyncLock-RwLock,,lock-10,,,18289694.0,ns,263230
AsyncLock-RwLock,,lock-10,,,17684899.0,ns,275195
AsyncLock-RwLock,,lock-10,,,28976653.0,ns,287160
AsyncLock-RwLock,,lock-10,,,28865181.0,ns,299125
AsyncLock-RwLock,,lock-10,,,31452818.0,ns,311090
AsyncLock-RwLock,,lock-10,,,31249644.0,ns,323055
AsyncLock-RwLock,,lock-10,,,31079334.0,ns,335020
AsyncLock-RwLock,,lock-10,,,47119545.0,ns,346985
AsyncLock-RwLock,,lock-10,,,43160556.0,ns,358950
AsyncLock-RwLock,,lock-10,,,46839192.0,ns,370915
AsyncLock-RwLock,,lock-10,,,61458200.0,ns,382880
