group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
AsyncLock-Mutex,,lock-00,,,981740.0,ns,26790
AsyncLock-Mutex,,lock-00,,,1941920.0,ns,53580
AsyncLock-Mutex,,lock-00,,,2885490.0,ns,80370
AsyncLock-Mutex,,lock-00,,,3842118.0,ns,107160
AsyncLock-Mutex,,lock-00,,,4792498.0,ns,133950
AsyncLock-Mutex,,lock-00,,,5774889.0,ns,160740
AsyncLock-Mutex,,lock-00,,,6676576.0,ns,187530
AsyncLock-Mutex,,lock-00,,,7541677.0,ns,214320
AsyncLock-Mutex,,lock-00,,,8576065.0,ns,241110
AsyncLock-Mutex,,lock-00,,,9592128.0,ns,267900
AsyncLock-Mutex,,lock-00,,,10605526.0,ns,294690
AsyncLock-Mutex,,lock-00,,,11383025.0,ns,321480
AsyncLock-Mutex,,lock-00,,,12501275.0,ns,348270
AsyncLock-Mutex,,lock-00,,,13428895.0,ns,375060
AsyncLock-Mutex,,lock-00,,,14311634.0,ns,401850
AsyncLock-Mutex,,lock-00,,,15344495.0,ns,428640
AsyncLock-Mutex,,lock-00,,,16320124.0,ns,455430
AsyncLock-Mutex,,lock-00,,,18406585.0,ns,482220
AsyncLock-Mutex,,lock-00,,,18097102.0,ns,509010
AsyncLock-Mutex,,lock-00,,,19150493.0,ns,535800
AsyncLock-Mutex,,lock-00,,,20045531.0,ns,562590
AsyncLock-Mutex,,lock-00,,,21053572.0,ns,589380
AsyncLock-Mutex,,lock-00,,,21940531.0,ns,616170
AsyncLock-Mutex,,lock-00,,,22944100.0,ns,642960
AsyncLock-Mutex,,lock-00,,,23760490.0,ns,669750
AsyncLock-Mutex,,lock-00,,,24897400.0,ns,696540
AsyncLock-Mutex,,lock-00,,,25875110.0,ns,723330
AsyncLock-Mutex,,lock-00,,,26559557.0,ns,750120
AsyncLock-Mutex,,lock-00,,,28051412.0,ns,776910
AsyncLock-Mutex,,lock-00,,,28933131.0,ns,803700
AsyncLock-Mutex,,lock-00,,,29491367.0,ns,830490
AsyncLock-Mutex,,lock-00,,,31007141.0,ns,857280
AsyncLock-Mutex,,lock-00,,,31445776.0,ns,884070
AsyncLock-Mutex,,lock-00,,,32177784.0,ns,910860
AsyncLock-Mutex,,lock-00,,,32989601.0,ns,937650
AsyncLock-Mutex,,lock-00,,,33915601.0,ns,964440
AsyncLock-Mutex,,lock-00,,,35594127.0,ns,991230
AsyncLock-Mutex,,lock-00,,,36526308.0,ns,1018020
AsyncLock-Mutex,,lock-00,,,37500407.0,ns,1044810
AsyncLock-Mutex,,lock-00,,,38554138.0,ns,1071600
AsyncLock-Mutex,,lock-00,,,39563607.0,ns,1098390
AsyncLock-Mutex,,lock-00,,,40569218.0,ns,1125180
AsyncLock-Mutex,,lock-00,,,41614649.0,ns,1151970
AsyncLock-Mutex,,lock-00,,,42447187.0,ns,1178760
AsyncLock-Mutex,,lock-00,,,44244135.0,ns,1205550
AsyncLock-Mutex,,lock-00,,,44619099.0,ns,1232340
AsyncLock-Mutex,,lock-00,,,45716809.0,ns,1259130
AsyncLock-Mutex,,lock-00,,,46651299.0,ns,1285920
AsyncLock-Mutex,,lock-00,,,46995823.0,ns,1312710
AsyncLock-Mutex,,lock-00,,,48389256.0,ns,1339500
AsyncLock-Mutex,,lock-00,,,49314696.0,ns,1366290
AsyncLock-Mutex,,lock-00,,,50181705.0,ns,1393080
AsyncLock-Mutex,,lock-00,,,50796460.0,ns,1419870
AsyncLock-Mutex,,lock-00,,,52340588.0,ns,1446660
AsyncLock-Mutex,,lock-00,,,53146764.0,ns,1473450
AsyncLock-Mutex,,lock-00,,,54167835.0,ns,1500240
AsyncLock-Mutex,,lock-00,,,55186025.0,ns,1527030
AsyncLock-Mutex,,lock-00,,,56065264.0,ns,1553820
AsyncLock-Mutex,,lock-00,,,56743861.0,ns,1580610
AsyncLock-Mutex,,lock-00,,,57854251.0,ns,1607400
AsyncLock-Mutex,,lock-00,,,58782771.0,ns,1634190
AsyncLock-Mutex,,lock-00,,,60239216.0,ns,1660980
AsyncLock-Mutex,,lock-00,,,61139904.0,ns,1687770
AsyncLock-Mutex,,lock-00,,,62774762.0,ns,1714560
AsyncLock-Mutex,,lock-00,,,62997263.0,ns,1741350
AsyncLock-Mutex,,lock-00,,,63873743.0,ns,1768140
AsyncLock-Mutex,,lock-00,,,64626160.0,ns,1794930
AsyncLock-Mutex,,lock-00,,,65598680.0,ns,1821720
AsyncLock-Mutex,,lock-00,,,66448448.0,ns,1848510
AsyncLock-Mutex,,lock-00,,,67361498.0,ns,1875300
AsyncLock-Mutex,,lock-00,,,68415797.0,ns,1902090
AsyncLock-Mutex,,lock-00,,,69509589.0,ns,1928880
AsyncLock-Mutex,,lock-00,,,69402888.0,ns,1955670
AsyncLock-Mutex,,lock-00,,,69874452.0,ns,1982460
AsyncLock-Mutex,,lock-00,,,71485919.0,ns,2009250
AsyncLock-Mutex,,lock-00,,,72705911.0,ns,2036040
AsyncLock-Mutex,,lock-00,,,73974325.0,ns,2062830
AsyncLock-Mutex,,lock-00,,,74860602.0,ns,2089620
AsyncLock-Mutex,,lock-00,,,76363798.0,ns,2116410
AsyncLock-Mutex,,lock-00,,,76785672.0,ns,2143200
AsyncLock-Mutex,,lock-00,,,79497669.0,ns,2169990
AsyncLock-Mutex,,lock-00,,,77958405.0,ns,2196780
AsyncLock-Mutex,,lock-00,,,78552239.0,ns,2223570
AsyncLock-Mutex,,lock-00,,,80044665.0,ns,2250360
AsyncLock-Mutex,,lock-00,,,80839723.0,ns,2277150
AsyncLock-Mutex,,lock-00,,,83196887.0,ns,2303940
AsyncLock-Mutex,,lock-00,,,83244527.0,ns,2330730
AsyncLock-Mutex,,lock-00,,,84274948.0,ns,2357520
AsyncLock-Mutex,,lock-00,,,85034995.0,ns,2384310
AsyncLock-Mutex,,lock-00,,,87030846.0,ns,2411100
AsyncLock-Mutex,,lock-00,,,86997205.0,ns,2437890
AsyncLock-Mutex,,lock-00,,,88605041.0,ns,2464680
AsyncLock-Mutex,,lock-00,,,88540971.0,ns,2491470
AsyncLock-Mutex,,lock-00,,,89393618.0,ns,2518260
AsyncLock-Mutex,,lock-00,,,91319700.0,ns,2545050
AsyncLock-Mutex,,lock-00,,,92748852.0,ns,2571840
AsyncLock-Mutex,,lock-00,,,94566611.0,ns,2598630
AsyncLock-Mutex,,lock-00,,,95074516.0,ns,2625420
AsyncLock-Mutex,,lock-00,,,96843144.0,ns,2652210
AsyncLock-Mutex,,lock-00,,,97823404.0,ns,2679000
